MC_DataTool ASCII conversion

t           	Fi H6       
25300.000   	-0.61       
25301.000   	-2.50       
25302.000   	-5.55       
25303.000   	-7.87       
25304.000   	-9.40       
25305.000   	-12.21      
25306.000   	-16.48      
25307.000   	-18.37      
25308.000   	-21.12      
25309.000   	-24.05      
25310.000   	-28.14      
25311.000   	-23.74      
25312.000   	-31.01      
25313.000   	-34.24      
25314.000   	-6.35       
25315.000   	14.47       
25316.000   	18.19       
25317.000   	19.78       
25318.000   	16.78       
25319.000   	17.82       
25320.000   	17.58       
25321.000   	21.42       
25322.000   	20.32       
25323.000   	19.78       
25324.000   	15.81       
25325.000   	9.22        
25326.000   	9.40        
25327.000   	10.38       
25328.000   	11.60       
25329.000   	13.37       
25330.000   	10.62       
25331.000   	9.64        
25332.000   	5.62        
25333.000   	3.66        
25334.000   	-1.16       
25335.000   	-3.30       
25336.000   	-6.65       
25337.000   	-7.26       
25338.000   	-12.94      
25339.000   	-16.42      
25340.000   	-21.18      
25341.000   	-21.06      
25342.000   	-26.61      
25343.000   	-25.15      
25344.000   	-29.91      
25345.000   	-33.45      
25346.000   	-21.79      
25347.000   	16.72       
25348.000   	21.00       
25349.000   	16.72       
25350.000   	21.61       
25351.000   	19.96       
25352.000   	18.31       
25353.000   	18.62       
25354.000   	14.47       
25355.000   	15.01       
25356.000   	18.07       
25357.000   	15.08       
25358.000   	12.63       
25359.000   	11.66       
25360.000   	9.64        
25361.000   	8.12        
25362.000   	10.38       
25363.000   	8.24        
25364.000   	0.24        
25365.000   	-0.55       
25366.000   	-1.28       
25367.000   	-4.76       
25368.000   	-5.74       
25369.000   	-8.00       
25370.000   	-11.72      
25371.000   	-14.77      
25372.000   	-19.17      
25373.000   	-21.61      
25374.000   	-22.52      
25375.000   	-22.83      
25376.000   	-23.38      
25377.000   	-31.43      
25378.000   	-34.48      
25379.000   	7.14        
25380.000   	14.22       
25381.000   	16.05       
25382.000   	16.60       
25383.000   	15.32       
25384.000   	15.38       
25385.000   	16.78       
25386.000   	14.04       
25387.000   	13.06       
25388.000   	10.25       
25389.000   	9.03        
25390.000   	8.42        
25391.000   	5.74        
25392.000   	7.14        
25393.000   	9.77        
25394.000   	5.98        
25395.000   	8.00        
25396.000   	2.44        
25397.000   	1.40        
25398.000   	-3.11       
25399.000   	-4.64       
25400.000   	-6.35       
25401.000   	-8.79       
25402.000   	-10.62      
25403.000   	-16.78      
25404.000   	-18.25      
25405.000   	-23.01      
25406.000   	-23.25      
25407.000   	-22.52      
25408.000   	-24.11      
25409.000   	-28.75      
25410.000   	-31.13      
25411.000   	-5.92       
25412.000   	13.85       
25413.000   	15.63       
25414.000   	16.66       
25415.000   	18.49       
25416.000   	14.28       
25417.000   	15.50       
25418.000   	18.74       
25419.000   	12.21       
25420.000   	15.08       
25421.000   	15.01       
25422.000   	15.20       
25423.000   	13.92       
25424.000   	15.56       
25425.000   	9.52        
25426.000   	11.78       
25427.000   	10.62       
25428.000   	7.93        
25429.000   	4.09        
25430.000   	2.01        
25431.000   	3.36        
25432.000   	2.81        
25433.000   	-1.34       
25434.000   	-5.98       
25435.000   	-9.77       
25436.000   	-15.01      
25437.000   	-15.75      
25438.000   	-21.06      
25439.000   	-23.56      
25440.000   	-21.48      
25441.000   	-25.09      
25442.000   	-26.79      
25443.000   	-12.88      
25444.000   	19.59       
25445.000   	24.05       
25446.000   	25.51       
25447.000   	22.64       
25448.000   	22.34       
25449.000   	21.24       
25450.000   	21.85       
25451.000   	23.50       
25452.000   	23.62       
25453.000   	20.57       
25454.000   	17.09       
25455.000   	21.06       
25456.000   	12.94       
25457.000   	17.70       
25458.000   	18.25       
25459.000   	18.62       
25460.000   	18.74       
25461.000   	17.33       
25462.000   	15.32       
25463.000   	10.50       
25464.000   	7.26        
25465.000   	9.46        
25466.000   	10.74       
25467.000   	4.33        
25468.000   	0.92        
25469.000   	-6.96       
25470.000   	-9.52       
25471.000   	-11.17      
25472.000   	-10.07      
25473.000   	-13.31      
25474.000   	-23.38      
25475.000   	-24.29      
25476.000   	19.29       
25477.000   	25.45       
25478.000   	25.94       
25479.000   	24.05       
25480.000   	25.09       
25481.000   	26.55       
25482.000   	26.92       
25483.000   	24.05       
25484.000   	21.30       
25485.000   	17.64       
25486.000   	16.17       
25487.000   	15.38       
25488.000   	9.58        
25489.000   	10.74       
25490.000   	9.83        
25491.000   	8.30        
25492.000   	7.32        
25493.000   	4.70        
25494.000   	3.23        
25495.000   	1.59        
25496.000   	-4.09       
25497.000   	-6.96       
25498.000   	-11.47      
25499.000   	-15.32      
25500.000   	-15.38      
25501.000   	-20.75      
25502.000   	-20.69      
25503.000   	-27.53      
25504.000   	-26.98      
25505.000   	-28.81      
25506.000   	-34.91      
25507.000   	-34.24      
25508.000   	-1.53       
25509.000   	14.71       
25510.000   	16.05       
25511.000   	17.03       
25512.000   	19.17       
25513.000   	17.94       
25514.000   	17.64       
25515.000   	18.80       
25516.000   	15.99       
25517.000   	10.38       
25518.000   	13.79       
25519.000   	9.40        
25520.000   	10.25       
25521.000   	9.09        
25522.000   	7.69        
25523.000   	8.18        
25524.000   	8.06        
25525.000   	6.53        
25526.000   	3.11        
25527.000   	0.00        
25528.000   	-5.92       
25529.000   	-4.70       
25530.000   	-8.00       
25531.000   	-9.46       
25532.000   	-15.01      
25533.000   	-17.46      
25534.000   	-24.54      
25535.000   	-26.73      
25536.000   	-27.22      
25537.000   	-27.53      
25538.000   	-32.84      
25539.000   	-35.40      
25540.000   	-19.41      
25541.000   	16.05       
25542.000   	17.33       
25543.000   	17.52       
25544.000   	18.19       
25545.000   	15.81       
25546.000   	20.39       
25547.000   	18.01       
25548.000   	15.38       
25549.000   	13.79       
25550.000   	10.56       
25551.000   	8.24        
25552.000   	12.15       
25553.000   	9.03        
25554.000   	9.83        
25555.000   	5.68        
25556.000   	3.05        
25557.000   	2.93        
25558.000   	-2.69       
25559.000   	-4.88       
25560.000   	-9.28       
25561.000   	-8.24       
25562.000   	-8.61       
25563.000   	-14.77      
25564.000   	-17.09      
25565.000   	-19.59      
25566.000   	-22.89      
25567.000   	-28.81      
25568.000   	-28.38      
25569.000   	-25.15      
25570.000   	-28.38      
25571.000   	-35.77      
25572.000   	-33.45      
25573.000   	7.57        
25574.000   	14.77       
25575.000   	15.99       
25576.000   	19.59       
25577.000   	18.07       
25578.000   	15.08       
25579.000   	17.70       
25580.000   	15.75       
25581.000   	12.63       
25582.000   	14.95       
25583.000   	9.77        
25584.000   	5.68        
25585.000   	8.61        
25586.000   	7.02        
25587.000   	6.23        
25588.000   	7.20        
25589.000   	5.74        
25590.000   	2.44        
25591.000   	-1.65       
25592.000   	-6.35       
25593.000   	-8.67       
25594.000   	-6.04       
25595.000   	-12.15      
25596.000   	-15.26      
25597.000   	-18.62      
25598.000   	-22.95      
25599.000   	-26.86      
25600.000   	-25.70      
25601.000   	-27.53      
25602.000   	-28.63      
25603.000   	-36.13      
25604.000   	-37.72      
25605.000   	-0.31       
25606.000   	12.33       
25607.000   	15.56       
25608.000   	20.02       
25609.000   	17.21       
25610.000   	16.17       
25611.000   	20.45       
25612.000   	15.69       
25613.000   	12.08       
25614.000   	12.15       
25615.000   	7.93        
25616.000   	8.06        
25617.000   	4.46        
25618.000   	8.97        
25619.000   	6.29        
25620.000   	4.39        
25621.000   	9.09        
25622.000   	0.67        
25623.000   	-2.44       
25624.000   	-5.49       
25625.000   	-4.52       
25626.000   	-7.93       
25627.000   	-8.73       
25628.000   	-12.57      
25629.000   	-20.08      
25630.000   	-22.09      
25631.000   	-25.63      
25632.000   	-25.94      
25633.000   	-29.36      
25634.000   	-26.25      
25635.000   	-34.00      
25636.000   	-38.51      
25637.000   	-16.24      
25638.000   	8.06        
25639.000   	13.31       
25640.000   	15.38       
25641.000   	12.45       
25642.000   	13.12       
25643.000   	14.71       
25644.000   	12.33       
25645.000   	11.17       
25646.000   	11.17       
25647.000   	8.79        
25648.000   	9.77        
25649.000   	5.55        
25650.000   	6.84        
25651.000   	7.57        
25652.000   	5.68        
25653.000   	5.25        
25654.000   	0.00        
25655.000   	-3.17       
25656.000   	-8.06       
25657.000   	-10.86      
25658.000   	-9.89       
25659.000   	-12.15      
25660.000   	-16.17      
25661.000   	-18.86      
25662.000   	-20.08      
25663.000   	-26.43      
25664.000   	-28.44      
25665.000   	-35.52      
25666.000   	-33.75      
25667.000   	-35.22      
25668.000   	-39.55      
25669.000   	-28.56      
25670.000   	5.37        
25671.000   	11.23       
25672.000   	16.66       
25673.000   	17.15       
25674.000   	14.95       
25675.000   	15.26       
25676.000   	16.85       
25677.000   	11.84       
25678.000   	13.06       
25679.000   	11.84       
25680.000   	6.23        
25681.000   	8.00        
25682.000   	7.69        
25683.000   	9.22        
25684.000   	7.32        
25685.000   	8.06        
25686.000   	2.44        
25687.000   	0.55        
25688.000   	0.18        
25689.000   	-2.01       
25690.000   	-9.52       
25691.000   	-5.80       
25692.000   	-9.89       
25693.000   	-14.59      
25694.000   	-18.55      
25695.000   	-19.17      
25696.000   	-23.74      
25697.000   	-25.88      
25698.000   	-25.88      
25699.000   	-27.71      
25700.000   	-35.16      
25701.000   	-37.78      
25702.000   	5.37        
25703.000   	15.32       
25704.000   	15.32       
25705.000   	15.63       
25706.000   	19.35       
25707.000   	17.33       
25708.000   	19.96       
25709.000   	16.97       
25710.000   	12.15       
25711.000   	10.99       
25712.000   	11.60       
25713.000   	9.95        
25714.000   	10.80       
25715.000   	13.24       
25716.000   	7.20        
25717.000   	8.61        
25718.000   	7.26        
25719.000   	3.97        
25720.000   	4.70        
25721.000   	0.73        
25722.000   	-2.56       
25723.000   	-1.04       
25724.000   	-6.47       
25725.000   	-10.50      
25726.000   	-13.49      
25727.000   	-19.96      
25728.000   	-21.36      
25729.000   	-24.41      
25730.000   	-25.94      
25731.000   	-26.06      
25732.000   	-31.19      
25733.000   	-30.46      
25734.000   	-7.87       
25735.000   	16.48       
25736.000   	20.63       
25737.000   	19.84       
25738.000   	16.66       
25739.000   	22.83       
25740.000   	19.59       
25741.000   	19.23       
25742.000   	17.94       
25743.000   	18.55       
25744.000   	15.87       
25745.000   	14.04       
25746.000   	14.83       
25747.000   	12.63       
25748.000   	13.49       
25749.000   	9.28        
25750.000   	11.54       
25751.000   	7.02        
25752.000   	7.51        
25753.000   	3.91        
25754.000   	-0.43       
25755.000   	-0.49       
25756.000   	-3.23       
25757.000   	-5.13       
25758.000   	-9.34       
25759.000   	-12.45      
25760.000   	-14.83      
25761.000   	-18.37      
25762.000   	-26.18      
25763.000   	-22.83      
25764.000   	-28.50      
25765.000   	-28.08      
25766.000   	-22.83      
25767.000   	16.11       
25768.000   	17.64       
25769.000   	17.88       
25770.000   	22.77       
25771.000   	20.39       
25772.000   	16.66       
25773.000   	18.13       
25774.000   	16.97       
25775.000   	14.83       
25776.000   	14.77       
25777.000   	12.63       
25778.000   	7.32        
25779.000   	10.56       
25780.000   	9.22        
25781.000   	8.79        
25782.000   	7.87        
25783.000   	8.61        
25784.000   	1.83        
25785.000   	-2.08       
25786.000   	-4.21       
25787.000   	-4.70       
25788.000   	-4.46       
25789.000   	-9.70       
25790.000   	-14.47      
25791.000   	-12.88      
25792.000   	-18.13      
25793.000   	-20.20      
25794.000   	-23.13      
25795.000   	-26.31      
25796.000   	-25.02      
25797.000   	-33.14      
25798.000   	-33.57      
25799.000   	6.77        
25800.000   	17.88       
25801.000   	21.24       
25802.000   	18.68       
25803.000   	20.20       
25804.000   	20.26       
25805.000   	19.53       
25806.000   	15.14       
25807.000   	19.65       
25808.000   	16.24       
25809.000   	10.86       
25810.000   	7.75        
25811.000   	6.41        
25812.000   	8.54        
25813.000   	7.51        
25814.000   	8.12        
25815.000   	7.39        
25816.000   	3.36        
25817.000   	1.59        
25818.000   	-0.98       
25819.000   	-6.59       
25820.000   	-3.36       
25821.000   	-7.02       
25822.000   	-10.31      
25823.000   	-11.23      
25824.000   	-17.33      
25825.000   	-19.53      
25826.000   	-24.17      
25827.000   	-26.49      
25828.000   	-28.20      
25829.000   	-33.33      
25830.000   	-35.89      
25831.000   	-7.20       
25832.000   	14.71       
25833.000   	16.78       
25834.000   	17.52       
25835.000   	17.82       
25836.000   	17.64       
25837.000   	17.64       
25838.000   	18.98       
25839.000   	15.08       
25840.000   	14.95       
25841.000   	17.40       
25842.000   	12.88       
25843.000   	12.39       
25844.000   	11.66       
25845.000   	7.63        
25846.000   	7.81        
25847.000   	5.13        
25848.000   	3.42        
25849.000   	-0.12       
25850.000   	0.06        
25851.000   	-5.00       
25852.000   	-2.26       
25853.000   	-8.54       
25854.000   	-13.67      
25855.000   	-15.26      
25856.000   	-22.16      
25857.000   	-24.60      
25858.000   	-24.90      
25859.000   	-24.05      
25860.000   	-25.82      
25861.000   	-29.48      
25862.000   	-34.79      
25863.000   	-21.67      
25864.000   	12.57       
25865.000   	18.86       
25866.000   	22.09       
25867.000   	23.38       
25868.000   	21.48       
25869.000   	19.59       
25870.000   	18.55       
25871.000   	14.16       
25872.000   	17.40       
25873.000   	15.63       
25874.000   	10.38       
25875.000   	7.32        
25876.000   	8.54        
25877.000   	10.93       
25878.000   	10.80       
25879.000   	11.41       
25880.000   	4.09        
25881.000   	1.28        
25882.000   	1.53        
25883.000   	-2.20       
25884.000   	-4.76       
25885.000   	-7.63       
25886.000   	-9.70       
25887.000   	-11.96      
25888.000   	-12.39      
25889.000   	-19.47      
25890.000   	-22.71      
25891.000   	-26.18      
25892.000   	-22.09      
25893.000   	-27.28      
25894.000   	-31.98      
25895.000   	-33.20      
25896.000   	8.67        
25897.000   	17.82       
25898.000   	19.84       
25899.000   	21.30       
25900.000   	20.94       
25901.000   	19.90       
25902.000   	17.09       
25903.000   	16.91       
25904.000   	16.05       
25905.000   	16.91       
25906.000   	12.27       
25907.000   	13.79       
25908.000   	11.41       
25909.000   	10.50       
25910.000   	8.85        
25911.000   	9.16        
25912.000   	4.82        
25913.000   	-1.40       
25914.000   	-0.43       
25915.000   	-2.01       
25916.000   	-2.32       
25917.000   	-4.88       
25918.000   	-10.86      
25919.000   	-13.31      
25920.000   	-13.79      
25921.000   	-17.64      
25922.000   	-20.63      
25923.000   	-23.99      
25924.000   	-22.58      
25925.000   	-20.57      
25926.000   	-26.55      
25927.000   	-30.46      
25928.000   	1.71        
25929.000   	21.48       
25930.000   	22.09       
25931.000   	20.39       
25932.000   	22.22       
25933.000   	20.63       
25934.000   	19.23       
25935.000   	17.27       
25936.000   	16.91       
25937.000   	16.24       
25938.000   	13.98       
25939.000   	9.46        
25940.000   	11.05       
25941.000   	10.31       
25942.000   	9.46        
25943.000   	10.01       
25944.000   	6.84        
25945.000   	1.10        
25946.000   	1.83        
25947.000   	-4.82       
25948.000   	-5.31       
25949.000   	-6.84       
25950.000   	-10.44      
25951.000   	-11.11      
25952.000   	-15.38      
25953.000   	-16.66      
25954.000   	-21.30      
25955.000   	-23.56      
25956.000   	-30.40      
25957.000   	-27.83      
25958.000   	-30.64      
25959.000   	-40.53      
25960.000   	-22.46      
25961.000   	10.13       
25962.000   	14.77       
25963.000   	15.93       
25964.000   	18.62       
25965.000   	17.88       
25966.000   	16.48       
25967.000   	17.27       
25968.000   	16.17       
25969.000   	14.22       
25970.000   	12.63       
25971.000   	10.56       
25972.000   	11.60       
25973.000   	8.73        
25974.000   	9.70        
25975.000   	5.92        
25976.000   	4.27        
25977.000   	4.03        
25978.000   	0.98        
25979.000   	-3.48       
25980.000   	-6.77       
25981.000   	-6.41       
25982.000   	-7.20       
25983.000   	-10.07      
25984.000   	-15.56      
25985.000   	-20.63      
25986.000   	-20.81      
25987.000   	-24.84      
25988.000   	-27.34      
25989.000   	-27.65      
25990.000   	-29.48      
25991.000   	-31.92      
25992.000   	-35.16      
25993.000   	9.03        
25994.000   	19.90       
25995.000   	21.12       
25996.000   	21.61       
25997.000   	18.31       
25998.000   	18.19       
25999.000   	18.25       
26000.000   	20.32       
26001.000   	14.10       
26002.000   	11.05       
26003.000   	5.49        
26004.000   	8.67        
26005.000   	8.42        
26006.000   	9.09        
26007.000   	9.52        
26008.000   	5.80        
26009.000   	8.24        
26010.000   	1.34        
26011.000   	1.40        
26012.000   	-0.12       
26013.000   	-5.86       
26014.000   	-3.60       
26015.000   	-8.48       
26016.000   	-12.33      
26017.000   	-15.56      
26018.000   	-22.89      
26019.000   	-24.11      
26020.000   	-25.76      
26021.000   	-27.34      
26022.000   	-27.10      
26023.000   	-34.61      
26024.000   	-37.48      
26025.000   	1.65        
26026.000   	15.20       
26027.000   	16.30       
26028.000   	17.70       
26029.000   	16.48       
26030.000   	17.64       
26031.000   	15.38       
26032.000   	14.22       
26033.000   	12.70       
26034.000   	8.85        
26035.000   	12.39       
26036.000   	9.52        
26037.000   	10.01       
26038.000   	12.15       
26039.000   	9.70        
26040.000   	7.69        
26041.000   	8.24        
26042.000   	6.16        
26043.000   	2.99        
26044.000   	-2.87       
26045.000   	-4.21       
26046.000   	-5.13       
26047.000   	-8.24       
26048.000   	-13.55      
26049.000   	-15.20      
26050.000   	-18.92      
26051.000   	-23.38      
26052.000   	-30.70      
26053.000   	-30.76      
26054.000   	-25.94      
26055.000   	-33.33      
26056.000   	-37.05      
26057.000   	-13.79      
26058.000   	11.35       
26059.000   	14.47       
26060.000   	16.05       
26061.000   	14.89       
26062.000   	15.81       
26063.000   	16.85       
26064.000   	21.12       
26065.000   	18.01       
26066.000   	17.27       
26067.000   	16.24       
26068.000   	9.95        
26069.000   	13.43       
26070.000   	13.06       
26071.000   	10.31       
26072.000   	7.69        
26073.000   	6.96        
26074.000   	7.87        
26075.000   	1.28        
26076.000   	-3.23       
26077.000   	-1.77       
26078.000   	-4.15       
26079.000   	-4.58       
26080.000   	-9.52       
26081.000   	-14.04      
26082.000   	-17.33      
26083.000   	-21.73      
26084.000   	-16.54      
26085.000   	-26.73      
26086.000   	-24.60      
26087.000   	-31.13      
26088.000   	-31.56      
26089.000   	-29.66      
26090.000   	11.72       
26091.000   	19.23       
26092.000   	16.11       
26093.000   	19.59       
26094.000   	19.84       
26095.000   	19.29       
26096.000   	17.21       
26097.000   	17.40       
26098.000   	13.00       
26099.000   	11.54       
26100.000   	9.64        
26101.000   	11.29       
26102.000   	10.50       
26103.000   	8.18        
26104.000   	5.49        
26105.000   	7.51        
26106.000   	3.97        
26107.000   	2.44        
26108.000   	-4.70       
26109.000   	-3.78       
26110.000   	-6.10       
26111.000   	-8.67       
26112.000   	-11.23      
26113.000   	-13.24      
26114.000   	-18.01      
26115.000   	-22.64      
26116.000   	-24.96      
26117.000   	-28.32      
26118.000   	-28.14      
26119.000   	-28.75      
26120.000   	-32.35      
26121.000   	-36.13      
26122.000   	-0.67       
26123.000   	15.26       
26124.000   	17.15       
26125.000   	16.17       
26126.000   	17.52       
26127.000   	17.76       
26128.000   	17.33       
26129.000   	18.80       
26130.000   	15.75       
26131.000   	14.65       
26132.000   	13.00       
26133.000   	8.79        
26134.000   	10.07       
26135.000   	10.01       
26136.000   	7.75        
26137.000   	8.73        
26138.000   	7.08        
26139.000   	6.47        
26140.000   	1.77        
26141.000   	0.00        
26142.000   	-0.49       
26143.000   	1.59        
26144.000   	-2.62       
26145.000   	-3.54       
26146.000   	-9.95       
26147.000   	-13.24      
26148.000   	-13.67      
26149.000   	-19.04      
26150.000   	-20.39      
26151.000   	-20.26      
26152.000   	-26.86      
26153.000   	-31.80      
26154.000   	-8.30       
26155.000   	20.14       
26156.000   	23.01       
26157.000   	23.56       
26158.000   	22.16       
26159.000   	20.94       
26160.000   	26.73       
26161.000   	26.37       
26162.000   	14.34       
26163.000   	16.78       
26164.000   	19.84       
26165.000   	15.32       
26166.000   	12.27       
26167.000   	16.66       
26168.000   	6.90        
26169.000   	11.60       
26170.000   	9.46        
26171.000   	7.45        
26172.000   	4.88        
26173.000   	1.28        
26174.000   	-2.20       
26175.000   	-2.14       
26176.000   	-4.70       
26177.000   	-7.57       
26178.000   	-6.84       
26179.000   	-13.18      
26180.000   	-20.02      
26181.000   	-24.78      
26182.000   	-25.88      
26183.000   	-25.88      
26184.000   	-29.91      
26185.000   	-31.56      
26186.000   	-29.42      
26187.000   	14.34       
26188.000   	19.47       
26189.000   	15.69       
26190.000   	18.92       
26191.000   	17.27       
26192.000   	17.58       
26193.000   	17.15       
26194.000   	20.02       
26195.000   	14.10       
26196.000   	14.04       
26197.000   	11.47       
26198.000   	8.36        
26199.000   	5.86        
26200.000   	8.67        
26201.000   	6.65        
26202.000   	7.39        
26203.000   	3.54        
26204.000   	0.85        
26205.000   	-1.16       
26206.000   	-1.59       
26207.000   	-6.41       
26208.000   	-5.86       
26209.000   	-6.23       
26210.000   	-6.04       
26211.000   	-13.85      
26212.000   	-16.66      
26213.000   	-23.99      
26214.000   	-21.91      
26215.000   	-22.09      
26216.000   	-24.05      
26217.000   	-35.22      
26218.000   	-36.74      
26219.000   	5.68        
26220.000   	15.63       
26221.000   	19.71       
26222.000   	20.81       
26223.000   	16.85       
26224.000   	20.02       
26225.000   	21.97       
26226.000   	19.65       
26227.000   	13.98       
26228.000   	13.00       
26229.000   	12.57       
26230.000   	16.05       
26231.000   	11.60       
26232.000   	8.79        
26233.000   	9.03        
26234.000   	8.73        
26235.000   	8.24        
26236.000   	4.64        
26237.000   	3.42        
26238.000   	-2.75       
26239.000   	-7.14       
26240.000   	-3.78       
26241.000   	-7.20       
26242.000   	-10.38      
26243.000   	-13.85      
26244.000   	-15.75      
26245.000   	-16.60      
26246.000   	-20.63      
26247.000   	-23.99      
26248.000   	-23.25      
26249.000   	-30.15      
26250.000   	-35.40      
26251.000   	-8.30       
26252.000   	18.43       
26253.000   	16.78       
26254.000   	20.14       
26255.000   	16.30       
26256.000   	14.83       
26257.000   	17.21       
26258.000   	16.36       
26259.000   	17.40       
26260.000   	13.00       
26261.000   	13.79       
26262.000   	10.50       
26263.000   	12.21       
26264.000   	14.89       
26265.000   	12.94       
26266.000   	10.74       
26267.000   	12.57       
26268.000   	7.63        
26269.000   	-2.81       
26270.000   	-4.03       
26271.000   	-3.91       
26272.000   	-5.68       
26273.000   	-8.00       
26274.000   	-12.15      
26275.000   	-16.48      
26276.000   	-16.60      
26277.000   	-19.84      
26278.000   	-24.17      
26279.000   	-25.94      
26280.000   	-22.03      
26281.000   	-33.02      
26282.000   	-35.89      
26283.000   	-27.53      
26284.000   	11.96       
26285.000   	14.47       
26286.000   	15.63       
26287.000   	19.71       
26288.000   	13.49       
26289.000   	14.71       
26290.000   	18.62       
26291.000   	14.16       
26292.000   	11.90       
26293.000   	12.76       
26294.000   	8.36        
26295.000   	4.39        
26296.000   	4.39        
26297.000   	5.31        
26298.000   	7.20        
26299.000   	2.01        
26300.000   	1.77        
26301.000   	-3.05       
26302.000   	-3.85       
26303.000   	-6.04       
26304.000   	-6.47       
26305.000   	-11.17      
26306.000   	-14.47      
26307.000   	-13.24      
26308.000   	-17.46      
26309.000   	-21.06      
26310.000   	-28.02      
26311.000   	-28.87      
26312.000   	-29.05      
26313.000   	-30.15      
26314.000   	-34.79      
26315.000   	-38.76      
26316.000   	2.01        
26317.000   	12.02       
26318.000   	14.22       
26319.000   	15.14       
26320.000   	16.17       
26321.000   	17.15       
26322.000   	16.78       
26323.000   	17.58       
26324.000   	11.66       
26325.000   	14.59       
26326.000   	7.87        
26327.000   	6.23        
26328.000   	9.95        
26329.000   	12.51       
26330.000   	9.89        
26331.000   	4.88        
26332.000   	7.08        
26333.000   	2.56        
26334.000   	0.85        
26335.000   	-3.05       
26336.000   	-6.10       
26337.000   	-3.72       
26338.000   	-8.42       
26339.000   	-12.76      
26340.000   	-14.47      
26341.000   	-18.55      
26342.000   	-22.16      
26343.000   	-23.93      
26344.000   	-29.66      
26345.000   	-25.82      
26346.000   	-30.09      
26347.000   	-37.78      
26348.000   	-11.35      
26349.000   	13.31       
26350.000   	12.45       
26351.000   	16.78       
26352.000   	15.50       
26353.000   	14.22       
26354.000   	13.79       
26355.000   	14.65       
26356.000   	13.67       
26357.000   	14.53       
26358.000   	9.83        
26359.000   	5.68        
26360.000   	6.77        
26361.000   	8.91        
26362.000   	7.32        
26363.000   	6.47        
26364.000   	5.31        
26365.000   	1.89        
26366.000   	1.22        
26367.000   	-4.27       
26368.000   	-8.36       
26369.000   	-8.73       
26370.000   	-10.74      
26371.000   	-11.78      
26372.000   	-15.32      
26373.000   	-15.93      
26374.000   	-18.13      
26375.000   	-24.78      
26376.000   	-28.75      
26377.000   	-24.23      
26378.000   	-28.93      
26379.000   	-31.80      
26380.000   	-19.90      
26381.000   	12.39       
26382.000   	15.01       
26383.000   	17.94       
26384.000   	21.61       
26385.000   	19.47       
26386.000   	17.03       
26387.000   	16.36       
26388.000   	18.01       
26389.000   	14.40       
26390.000   	13.92       
26391.000   	9.95        
26392.000   	6.47        
26393.000   	8.67        
26394.000   	7.57        
26395.000   	8.97        
26396.000   	7.63        
26397.000   	6.29        
26398.000   	2.93        
26399.000   	-0.43       
26400.000   	-1.53       
26401.000   	-3.72       
26402.000   	-4.64       
26403.000   	-11.35      
26404.000   	-14.71      
26405.000   	-14.71      
26406.000   	-20.02      
26407.000   	-24.84      
26408.000   	-28.99      
26409.000   	-21.85      
26410.000   	-25.88      
26411.000   	-32.47      
26412.000   	-35.22      
26413.000   	6.65        
26414.000   	13.55       
26415.000   	16.66       
26416.000   	20.08       
26417.000   	17.21       
26418.000   	15.01       
26419.000   	16.42       
26420.000   	14.89       
26421.000   	16.42       
26422.000   	14.59       
26423.000   	11.41       
26424.000   	9.28        
26425.000   	7.87        
26426.000   	11.23       
26427.000   	6.53        
26428.000   	10.86       
26429.000   	10.13       
26430.000   	6.04        
26431.000   	1.53        
26432.000   	1.95        
26433.000   	-3.91       
26434.000   	-5.74       
26435.000   	-8.00       
26436.000   	-11.78      
26437.000   	-13.55      
26438.000   	-16.91      
26439.000   	-19.35      
26440.000   	-24.84      
26441.000   	-25.82      
26442.000   	-21.48      
26443.000   	-29.91      
26444.000   	-34.12      
26445.000   	-3.30       
26446.000   	13.24       
26447.000   	18.07       
26448.000   	18.74       
26449.000   	19.23       
26450.000   	18.74       
26451.000   	17.94       
26452.000   	19.04       
26453.000   	20.20       
26454.000   	16.30       
26455.000   	11.17       
26456.000   	9.89        
26457.000   	11.54       
26458.000   	13.73       
26459.000   	11.41       
26460.000   	9.34        
26461.000   	7.87        
26462.000   	4.09        
26463.000   	0.92        
26464.000   	-1.28       
26465.000   	-3.60       
26466.000   	-4.09       
26467.000   	-7.32       
26468.000   	-9.70       
26469.000   	-10.74      
26470.000   	-14.89      
26471.000   	-16.78      
26472.000   	-23.25      
26473.000   	-22.77      
26474.000   	-25.39      
26475.000   	-28.32      
26476.000   	-35.83      
26477.000   	-16.42      
26478.000   	13.61       
26479.000   	18.74       
26480.000   	18.86       
26481.000   	19.17       
26482.000   	16.72       
26483.000   	17.94       
26484.000   	20.32       
26485.000   	20.81       
26486.000   	17.76       
26487.000   	14.53       
26488.000   	11.96       
26489.000   	10.31       
26490.000   	9.52        
26491.000   	7.75        
26492.000   	8.24        
26493.000   	8.18        
26494.000   	5.19        
26495.000   	1.95        
26496.000   	1.89        
26497.000   	-1.22       
26498.000   	-0.85       
26499.000   	-5.49       
26500.000   	-11.72      
26501.000   	-12.82      
26502.000   	-16.91      
26503.000   	-22.03      
26504.000   	-25.82      
26505.000   	-26.43      
26506.000   	-26.43      
26507.000   	-26.37      
26508.000   	-29.79      
26509.000   	-32.17      
26510.000   	8.24        
26511.000   	12.94       
26512.000   	15.44       
26513.000   	20.51       
26514.000   	17.03       
26515.000   	18.13       
26516.000   	14.40       
26517.000   	14.16       
26518.000   	11.47       
26519.000   	10.62       
26520.000   	9.09        
26521.000   	9.46        
26522.000   	12.76       
